AGE,WORKCLASS,FNLWGT,EDUCATION,EDUCATION-NUM,MARITAL-STATUS,OCCUPATION,OCCUPATION-NUM,RELATIONSHIP,RACE,SEX,HOURS-PER-WEEK,NATIVE-COUNTRY,SALARY
22,PRIVATE,157332,SOME-COLLEGE,10,NEVER-MARRIED,PROF-SPECIALTY,10,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
47,FEDERAL-GOV,192894,HS-GRAD,9,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,BLACK,MALE,50,UNITED-STATES, >50K
18,PRIVATE,240183,HS-GRAD,9,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,FEMALE,20,UNITED-STATES, <=50K
25,PRIVATE,204338,10TH,6,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,MEXICO, <=50K
24,PRIVATE,122166,SOME-COLLEGE,10,NEVER-MARRIED,ADM-CLERICAL,1,OWN-CHILD,WHITE,FEMALE,40,IRAN, <=50K
37,LOCAL-GOV,397877,BACHELORS,13,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
51,PRIVATE,115066,SOME-COLLEGE,10,DIVORCED,ADM-CLERICAL,1,UNMARRIED,WHITE,FEMALE,40,UNITED-STATES, >50K
35,SELF-EMP-NOT-INC,170174,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,60,UNITED-STATES, >50K
59,PRIVATE,171015,SOME-COLLEGE,10,NEVER-MARRIED,ADM-CLERICAL,1,OWN-CHILD,WHITE,FEMALE,34,UNITED-STATES, <=50K
46,PRIVATE,91262,SOME-COLLEGE,10,MARRIED-SPOUSE-ABSENT,CRAFT-REPAIR,3,NOT-IN-FAMILY,ASIAN-PAC-ISLANDER,MALE,40,PHILIPPINES, <=50K
45,LOCAL-GOV,127678,ASSOC-VOC,11,MARRIED-CIV-SPOUSE,PROTECTIVE-SERV,11,HUSBAND,WHITE,MALE,60,UNITED-STATES, >50K
19,PRIVATE,263338,HS-GRAD,9,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,MALE,15,UNITED-STATES, <=50K
22,PRIVATE,129508,HS-GRAD,9,NEVER-MARRIED,ADM-CLERICAL,1,OWN-CHILD,WHITE,FEMALE,28,UNITED-STATES, <=50K
41,PRIVATE,192107,BACHELORS,13,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
33,SELF-EMP-NOT-INC,93930,HS-GRAD,9,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
26,FEDERAL-GOV,207537,HS-GRAD,9,NEVER-MARRIED,ADM-CLERICAL,1,NOT-IN-FAMILY,BLACK,FEMALE,40,UNITED-STATES, <=50K
22,PRIVATE,138542,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,HUSBAND,WHITE,MALE,35,UNITED-STATES, <=50K
29,SELF-EMP-NOT-INC,116207,HS-GRAD,9,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,65,UNITED-STATES, >50K
22,PRIVATE,198244,HS-GRAD,9,NEVER-MARRIED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,39,UNITED-STATES, <=50K
34,PRIVATE,90614,ASSOC-ACDM,12,MARRIED-CIV-SPOUSE,TECH-SUPPORT,13,HUSBAND,WHITE,MALE,10,UNITED-STATES, <=50K
23,PRIVATE,211160,12TH,8,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
20,PRIVATE,194630,HS-GRAD,9,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,WHITE,MALE,50,UNITED-STATES, <=50K
25,PRIVATE,161478,BACHELORS,13,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,ASIAN-PAC-ISLANDER,FEMALE,40,UNITED-STATES, <=50K
59,PRIVATE,144071,HS-GRAD,9,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
44,PRIVATE,167005,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,55,UNITED-STATES, <=50K
55,PRIVATE,342121,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,TECH-SUPPORT,13,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
77,SELF-EMP-NOT-INC,71676,SOME-COLLEGE,10,WIDOWED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,1,UNITED-STATES, <=50K
42,PRIVATE,124692,MASTERS,14,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
47,PRIVATE,147236,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
42,PRIVATE,145175,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,MACHINE-OP-INSPCT,7,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
45,PRIVATE,259323,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
23,PRIVATE,154978,HS-GRAD,9,MARRIED-CIV-SPOUSE,OTHER-SERVICE,8,HUSBAND,WHITE,MALE,40,GUATEMALA, <=50K
23,PRIVATE,127768,SOME-COLLEGE,10,NEVER-MARRIED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
52,PRIVATE,98588,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
49,PRIVATE,192894,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
20,PRIVATE,194848,SOME-COLLEGE,10,NEVER-MARRIED,CRAFT-REPAIR,3,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
20,PRIVATE,34446,HS-GRAD,9,NEVER-MARRIED,OTHER-SERVICE,8,NOT-IN-FAMILY,WHITE,FEMALE,20,UNITED-STATES, <=50K
23,LOCAL-GOV,177265,HS-GRAD,9,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,FEMALE,45,UNITED-STATES, <=50K
30,PRIVATE,142977,SOME-COLLEGE,10,DIVORCED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,MALE,65,UNITED-STATES, <=50K
45,PRIVATE,241350,HS-GRAD,9,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,HUSBAND,WHITE,MALE,48,UNITED-STATES, >50K
30,PRIVATE,154882,PROF-SCHOOL,15,WIDOWED,OTHER-SERVICE,8,NOT-IN-FAMILY,WHITE,MALE,35,UNITED-STATES, <=50K
17,PRIVATE,60562,9TH,5,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,FEMALE,20,UNITED-STATES, <=50K
22,PRIVATE,142566,HS-GRAD,9,NEVER-MARRIED,SALES,12,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
25,PRIVATE,176162,BACHELORS,13,NEVER-MARRIED,HANDLERS-CLEANERS,6,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
52,PRIVATE,186303,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,55,CANADA, >50K
40,PRIVATE,237671,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,TECH-SUPPORT,13,WIFE,WHITE,FEMALE,40,UNITED-STATES, >50K
58,PRIVATE,68624,HS-GRAD,9,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,45,UNITED-STATES, <=50K
30,PRIVATE,229504,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,50,UNITED-STATES, <=50K
59,PRIVATE,340591,10TH,6,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
29,PRIVATE,262208,SOME-COLLEGE,10,NEVER-MARRIED,OTHER-SERVICE,8,NOT-IN-FAMILY,BLACK,FEMALE,30,JAMAICA, <=50K
26,PRIVATE,236008,ASSOC-VOC,11,DIVORCED,PROF-SPECIALTY,10,UNMARRIED,WHITE,FEMALE,40,UNITED-STATES, <=50K
39,LOCAL-GOV,214284,BACHELORS,13,WIDOWED,PROF-SPECIALTY,10,UNMARRIED,ASIAN-PAC-ISLANDER,FEMALE,10,JAPAN, <=50K
33,PRIVATE,169496,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,50,UNITED-STATES, >50K
22,PRIVATE,195179,SOME-COLLEGE,10,NEVER-MARRIED,SALES,12,OWN-CHILD,WHITE,MALE,24,UNITED-STATES, <=50K
25,PRIVATE,469697,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
44,PRIVATE,214415,SOME-COLLEGE,10,SEPARATED,PROF-SPECIALTY,10,UNMARRIED,BLACK,FEMALE,40,UNITED-STATES, <=50K
35,PRIVATE,452283,HS-GRAD,9,DIVORCED,SALES,12,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
40,PRIVATE,244172,HS-GRAD,9,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
19,PRIVATE,231972,11TH,7,NEVER-MARRIED,ADM-CLERICAL,1,OWN-CHILD,WHITE,FEMALE,20,UNITED-STATES, <=50K
37,PRIVATE,412296,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,35,MEXICO, >50K
32,PRIVATE,30497,ASSOC-VOC,11,MARRIED-CIV-SPOUSE,TECH-SUPPORT,13,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
52,SELF-EMP-NOT-INC,189216,HS-GRAD,9,DIVORCED,TRANSPORT-MOVING,14,NOT-IN-FAMILY,WHITE,MALE,65,UNITED-STATES, <=50K
36,PRIVATE,268292,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,41,UNITED-STATES, <=50K
38,PRIVATE,69306,SOME-COLLEGE,10,DIVORCED,CRAFT-REPAIR,3,UNMARRIED,WHITE,FEMALE,40,UNITED-STATES, <=50K
57,STATE-GOV,111224,BACHELORS,13,DIVORCED,MACHINE-OP-INSPCT,7,NOT-IN-FAMILY,BLACK,MALE,39,UNITED-STATES, <=50K
22,STATE-GOV,309348,SOME-COLLEGE,10,NEVER-MARRIED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,15,UNITED-STATES, <=50K
20,PRIVATE,210781,SOME-COLLEGE,10,NEVER-MARRIED,ADM-CLERICAL,1,OWN-CHILD,WHITE,FEMALE,35,UNITED-STATES, <=50K
40,PRIVATE,286750,11TH,7,SEPARATED,MACHINE-OP-INSPCT,7,NOT-IN-FAMILY,BLACK,MALE,36,UNITED-STATES, <=50K
36,SELF-EMP-NOT-INC,321274,BACHELORS,13,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,WHITE,MALE,50,UNITED-STATES, <=50K
27,PRIVATE,192936,HS-GRAD,9,DIVORCED,ADM-CLERICAL,1,UNMARRIED,WHITE,FEMALE,40,UNITED-STATES, <=50K
52,PRIVATE,72743,HS-GRAD,9,MARRIED-SPOUSE-ABSENT,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,50,UNITED-STATES, <=50K
43,PRIVATE,187861,HS-GRAD,9,SEPARATED,TRANSPORT-MOVING,14,UNMARRIED,WHITE,FEMALE,44,UNITED-STATES, <=50K
35,PRIVATE,179579,HS-GRAD,9,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
29,PRIVATE,663394,HS-GRAD,9,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,BLACK,MALE,40,UNITED-STATES, <=50K
27,PRIVATE,302422,SOME-COLLEGE,10,NEVER-MARRIED,MACHINE-OP-INSPCT,7,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
49,LOCAL-GOV,37353,MASTERS,14,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
26,SELF-EMP-NOT-INC,109609,SOME-COLLEGE,10,SEPARATED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,MALE,30,UNITED-STATES, <=50K
47,PRIVATE,184402,HS-GRAD,9,DIVORCED,OTHER-SERVICE,8,NOT-IN-FAMILY,WHITE,MALE,32,UNITED-STATES, <=50K
20,PRIVATE,224640,SOME-COLLEGE,10,NEVER-MARRIED,ADM-CLERICAL,1,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
19,PRIVATE,405526,HS-GRAD,9,NEVER-MARRIED,HANDLERS-CLEANERS,6,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
34,PRIVATE,36385,MASTERS,14,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,MALE,50,UNITED-STATES, <=50K
20,PRIVATE,147884,HS-GRAD,9,NEVER-MARRIED,ADM-CLERICAL,1,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
23,PRIVATE,164231,11TH,7,SEPARATED,PROF-SPECIALTY,10,OWN-CHILD,WHITE,MALE,35,UNITED-STATES, <=50K
25,PRIVATE,383306,BACHELORS,13,NEVER-MARRIED,SALES,12,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
21,PRIVATE,417668,HS-GRAD,9,NEVER-MARRIED,HANDLERS-CLEANERS,6,OWN-CHILD,WHITE,MALE,36,UNITED-STATES, <=50K
25,PRIVATE,161007,HS-GRAD,9,NEVER-MARRIED,MACHINE-OP-INSPCT,7,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
63,STATE-GOV,99823,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,PROTECTIVE-SERV,11,HUSBAND,WHITE,MALE,32,UNITED-STATES, <=50K
25,PRIVATE,37379,BACHELORS,13,NEVER-MARRIED,TECH-SUPPORT,13,NOT-IN-FAMILY,WHITE,FEMALE,50,UNITED-STATES, <=50K
28,PRIVATE,148645,HS-GRAD,9,NEVER-MARRIED,MACHINE-OP-INSPCT,7,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
39,PRIVATE,180477,MASTERS,14,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,MALE,60,UNITED-STATES, >50K
28,PRIVATE,123147,SOME-COLLEGE,10,NEVER-MARRIED,TECH-SUPPORT,13,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
30,PRIVATE,111415,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,45,UNITED-STATES, >50K
41,LOCAL-GOV,107327,ASSOC-VOC,11,DIVORCED,PROF-SPECIALTY,10,UNMARRIED,WHITE,FEMALE,40,UNITED-STATES, <=50K
52,LOCAL-GOV,146565,ASSOC-ACDM,12,DIVORCED,OTHER-SERVICE,8,NOT-IN-FAMILY,WHITE,FEMALE,30,UNITED-STATES, <=50K
36,PRIVATE,267556,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
47,PRIVATE,284871,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
27,PRIVATE,194690,9TH,5,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,MALE,50,MEXICO, <=50K
32,FEDERAL-GOV,145983,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,TECH-SUPPORT,13,WIFE,WHITE,FEMALE,40,UNITED-STATES, <=50K
52,PRIVATE,163998,HS-GRAD,9,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,45,UNITED-STATES, >50K
50,PRIVATE,128478,HS-GRAD,9,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,70,UNITED-STATES, <=50K
21,PRIVATE,250647,SOME-COLLEGE,10,NEVER-MARRIED,ADM-CLERICAL,1,OTHER-RELATIVE,WHITE,MALE,30,NICARAGUA, <=50K
60,PRIVATE,226949,HS-GRAD,9,DIVORCED,ADM-CLERICAL,1,UNMARRIED,WHITE,FEMALE,37,UNITED-STATES, <=50K
47,PRIVATE,157901,11TH,7,MARRIED-CIV-SPOUSE,OTHER-SERVICE,8,HUSBAND,AMER-INDIAN-ESKIMO,MALE,36,UNITED-STATES, <=50K
54,SELF-EMP-NOT-INC,33863,HS-GRAD,9,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,WHITE,MALE,60,UNITED-STATES, >50K
32,LOCAL-GOV,40444,MASTERS,14,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,MALE,50,UNITED-STATES, <=50K
61,PRIVATE,54373,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
21,PRIVATE,52753,HS-GRAD,9,NEVER-MARRIED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
29,SELF-EMP-NOT-INC,104423,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,OTHER-RELATIVE,WHITE,MALE,45,UNITED-STATES, >50K
36,LOCAL-GOV,305714,HS-GRAD,9,NEVER-MARRIED,OTHER-SERVICE,8,UNMARRIED,BLACK,FEMALE,70,UNITED-STATES, <=50K
38,LOCAL-GOV,167440,HS-GRAD,9,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,20,UNITED-STATES, <=50K
59,PRIVATE,291529,10TH,6,WIDOWED,MACHINE-OP-INSPCT,7,NOT-IN-FAMILY,WHITE,MALE,52,UNITED-STATES, <=50K
43,PRIVATE,243380,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
19,PRIVATE,38619,11TH,7,NEVER-MARRIED,MACHINE-OP-INSPCT,7,NOT-IN-FAMILY,WHITE,MALE,10,UNITED-STATES, <=50K
42,PRIVATE,230684,BACHELORS,13,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
33,PRIVATE,132601,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,45,UNITED-STATES, <=50K
47,PRIVATE,193285,HS-GRAD,9,MARRIED-CIV-SPOUSE,OTHER-SERVICE,8,WIFE,BLACK,FEMALE,40,UNITED-STATES, <=50K
51,PRIVATE,279156,HS-GRAD,9,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
28,PRIVATE,339372,SOME-COLLEGE,10,NEVER-MARRIED,SALES,12,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
61,PRIVATE,101265,SOME-COLLEGE,10,DIVORCED,ADM-CLERICAL,1,UNMARRIED,WHITE,FEMALE,43,UNITED-STATES, <=50K
23,PRIVATE,117789,BACHELORS,13,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,FEMALE,60,UNITED-STATES, <=50K
31,PRIVATE,312667,9TH,5,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
38,SELF-EMP-NOT-INC,255503,11TH,7,DIVORCED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,MALE,55,UNITED-STATES, <=50K
21,PRIVATE,221955,9TH,5,NEVER-MARRIED,HANDLERS-CLEANERS,6,OTHER-RELATIVE,WHITE,MALE,40,MEXICO, <=50K
22,PRIVATE,139190,HS-GRAD,9,NEVER-MARRIED,CRAFT-REPAIR,3,OWN-CHILD,WHITE,MALE,50,UNITED-STATES, <=50K
35,PRIVATE,185556,MASTERS,14,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
53,FEDERAL-GOV,84278,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,48,UNITED-STATES, >50K
40,PRIVATE,114580,HS-GRAD,9,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,WIFE,WHITE,FEMALE,24,UNITED-STATES, >50K
36,PRIVATE,185405,HS-GRAD,9,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,WHITE,MALE,50,UNITED-STATES, >50K
33,SELF-EMP-NOT-INC,199539,HS-GRAD,9,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,65,UNITED-STATES, <=50K
23,PRIVATE,346480,HS-GRAD,9,NEVER-MARRIED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,50,UNITED-STATES, <=50K
51,LOCAL-GOV,349431,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
31,PRIVATE,219619,HS-GRAD,9,NEVER-MARRIED,SALES,12,OTHER-RELATIVE,WHITE,MALE,48,UNITED-STATES, <=50K
28,LOCAL-GOV,127491,HS-GRAD,9,SEPARATED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
26,SELF-EMP-NOT-INC,253899,BACHELORS,13,DIVORCED,SALES,12,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
32,PRIVATE,155232,BACHELORS,13,DIVORCED,PROTECTIVE-SERV,11,NOT-IN-FAMILY,BLACK,MALE,60,UNITED-STATES, >50K
43,PRIVATE,182437,BACHELORS,13,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,MALE,45,UNITED-STATES, >50K
19,PRIVATE,530454,HS-GRAD,9,NEVER-MARRIED,OTHER-SERVICE,8,NOT-IN-FAMILY,WHITE,FEMALE,50,UNITED-STATES, <=50K
46,PRIVATE,101430,11TH,7,DIVORCED,HANDLERS-CLEANERS,6,UNMARRIED,BLACK,FEMALE,40,UNITED-STATES, <=50K
49,LOCAL-GOV,358668,DOCTORATE,16,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,45,UNITED-STATES, >50K
31,PRIVATE,90668,10TH,6,NEVER-MARRIED,OTHER-SERVICE,8,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
45,PRIVATE,126141,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
41,PRIVATE,238355,5TH-6TH,3,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,WHITE,MALE,40,MEXICO, <=50K
22,PRIVATE,194031,SOME-COLLEGE,10,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,FEMALE,15,UNITED-STATES, <=50K
25,PRIVATE,117833,BACHELORS,13,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
46,PRIVATE,249686,PROF-SCHOOL,15,SEPARATED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,MALE,50,UNITED-STATES, >50K
44,SELF-EMP-NOT-INC,219591,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
25,PRIVATE,221757,HS-GRAD,9,MARRIED-CIV-SPOUSE,MACHINE-OP-INSPCT,7,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
30,PRIVATE,80625,BACHELORS,13,NEVER-MARRIED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
54,PRIVATE,185407,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,60,UNITED-STATES, >50K
34,PRIVATE,163110,BACHELORS,13,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,45,UNITED-STATES, >50K
30,PRIVATE,159187,BACHELORS,13,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,55,UNITED-STATES, >50K
21,PRIVATE,100462,ASSOC-VOC,11,NEVER-MARRIED,EXEC-MANAGERIAL,4,OWN-CHILD,WHITE,FEMALE,60,UNITED-STATES, <=50K
27,PRIVATE,192936,BACHELORS,13,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
29,PRIVATE,145011,SOME-COLLEGE,10,NEVER-MARRIED,CRAFT-REPAIR,3,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
60,SELF-EMP-INC,181196,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
36,SELF-EMP-NOT-INC,37778,MASTERS,14,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,WHITE,MALE,70,UNITED-STATES, <=50K
27,PRIVATE,60288,MASTERS,14,NEVER-MARRIED,SALES,12,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
57,SELF-EMP-NOT-INC,84231,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,OTHER-SERVICE,8,HUSBAND,WHITE,MALE,48,UNITED-STATES, <=50K
24,PRIVATE,52028,1ST-4TH,2,MARRIED-CIV-SPOUSE,OTHER-SERVICE,8,OWN-CHILD,ASIAN-PAC-ISLANDER,FEMALE,5,VIETNAM, <=50K
63,PRIVATE,318763,SOME-COLLEGE,10,DIVORCED,CRAFT-REPAIR,3,UNMARRIED,WHITE,MALE,22,UNITED-STATES, <=50K
29,PRIVATE,168138,BACHELORS,13,MARRIED-CIV-SPOUSE,PROTECTIVE-SERV,11,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
34,PRIVATE,113530,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
27,PRIVATE,321896,HS-GRAD,9,NEVER-MARRIED,OTHER-SERVICE,8,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
